title,show_id,type,release_year,primary_country,genres_str,rating,date_added,date_added_year,date_added_month,director_primary,cast_primary,metadata
No Other Woman,s4048,Movie,2011,Philippines,Dramas|International Movies|Romantic Movies,TV-MA,2019-03-04,2019,3,Ruel S. Bayani,Anne Curtis,"No Other Woman | A happily married man gives in to temptation when a wealthy client pursues him, setting off a torrid love triangle. | Dramas|International Movies|Romantic Movies | Ruel S. Bayani | Anne Curtis | Philippines"
River's Edge,s4049,Movie,2018,Japan,Dramas|International Movies,TV-MA,2019-03-02,2019,3,Isao Yukisada,Fumi Nikaido,"River's Edge | High schooler Haruna befriends loner Yamada, then is drawn into the tangled relationship between him, a model and the girl who loves him unreasonably. | Dramas|International Movies | Isao Yukisada | Fumi Nikaido | Japan"
Sarkar,s4050,Movie,2018,Unknown,Action & Adventure|Dramas|International Movies,TV-MA,2019-03-02,2019,3,A.R. Murugadoss,Vijay,Sarkar | A ruthless businessman���s mission to expose electoral fraud brings him into a heated and dangerous political conflict with two corrupt ministers. | Action & Adventure|Dramas|International Movies | A.R. Murugadoss | Vijay | Unknown
Weapon of Choice,s4051,Movie,2018,Austria,Documentaries|International Movies,TV-MA,2019-03-02,2019,3,Fritz Ofner,,"Weapon of Choice | Speaking to retailers and owners of the Glock pistol, two filmmakers shed light on the politics of violence and its implications from Chicago to Kirkuk. | Documentaries|International Movies | Fritz Ofner | Austria"
2215,s4052,Movie,2018,Thailand,Documentaries|International Movies|Sports Movies,TV-MA,2019-03-01,2019,3,Nottapon Boonprakob,Artiwara Kongmalai,"2215 | This intimate documentary follows rock star Artiwara Kongmalai on his historic, 2,215-kilometer charity run across Thailand in 2017. | Documentaries|International Movies|Sports Movies | Nottapon Boonprakob | Artiwara Kongmalai | Thailand"
BNK48: Girls Don't Cry,s4053,Movie,2018,Thailand,Documentaries|International Movies|Music & Musicals,TV-14,2019-03-01,2019,3,Nawapol Thamrongrattanarit,,"BNK48: Girls Don't Cry | Members of the Thai idol girl group BNK48 open up about their experiences beyond the spotlight, their training and the nature of fame. | Documentaries|International Movies|Music & Musicals | Nawapol Thamrongrattanarit | Thailand"
Budapest,s4054,Movie,2018,France,Comedies|International Movies,TV-MA,2019-03-01,2019,3,Xavier Gens,Manu Payet,"Budapest | Two best friends put their careers and marriages on the line when they launch a business hosting outrageous, anything-goes bachelor parties in Hungary. | Comedies|International Movies | Xavier Gens | Manu Payet | France"
Cricket Fever: Mumbai Indians,s4055,Tv Show,2019,India,Docuseries|International TV Shows,TV-MA,2019-03-01,2019,3,,,Cricket Fever: Mumbai Indians | Follow Indian Premier League champions Mumbai Indians through the 2018 season in this series featuring insider insights and intense cricket action. | Docuseries|International TV Shows | India
Larva Island,s4056,Tv Show,2019,Unknown,Kids' TV|Korean TV Shows|TV Comedies,TV-Y7,2019-03-01,2019,3,,Hong Bum-ki,"Larva Island | Stranded on a tropical island, two silly larva buddies find slapstick fun in everything from discovering food to meeting new animal friends. | Kids' TV|Korean TV Shows|TV Comedies | Hong Bum-ki | Unknown"
Losers,s4057,Tv Show,2019,Unknown,Docuseries,TV-MA,2019-03-01,2019,3,,,"Losers | In a ""winning is everything"" society, how do we handle failure? This series profiles athletes who have turned the agony of defeat into human triumph. | Docuseries | Unknown"
Northern Rescue,s4058,Tv Show,2019,Canada,TV Dramas,TV-14,2019-03-01,2019,3,,William Baldwin,"Northern Rescue | After the sudden death of his wife, search and rescue commander John West relocates with his three kids to his rural hometown of Turtle Island Bay. | TV Dramas | William Baldwin | Canada"
Pants on Fire,s4059,Movie,2014,Canada,Children & Family Movies|Comedies,TV-G,2019-03-01,2019,3,Jonathan A. Rosenbaum,Bradley Steven Perry,Pants on Fire | Jealous girlfriends and aliens are just some of the things Jack lied about to become popular. Now the lies are coming to life and ruining everything. | Children & Family Movies|Comedies | Jonathan A. Rosenbaum | Bradley Steven Perry | Canada
Paranormal Investigation,s4060,Movie,2018,United States,Horror Movies|International Movies|Thrillers,TV-14,2019-03-01,2019,3,Franck Phelizon,Andrei Indreies,"Paranormal Investigation | When a young man becomes possessed after playing a Ouija game, a ghost hunter investigates the evil spirit dwelling within him. | Horror Movies|International Movies|Thrillers | Franck Phelizon | Andrei Indreies | United States"
Radio Rebel,s4061,Movie,2012,United States,Children & Family Movies|Comedies,TV-G,2019-03-01,2019,3,Peter Howitt,Debby Ryan,"Radio Rebel | Shy student Tara has a secret identity: She is smooth-talking Radio Rebel, a DJ who lends her voice to all kids, popular and unpopular alike. | Children & Family Movies|Comedies | Peter Howitt | Debby Ryan | United States"
Sarvam Thaala Mayam (Tamil Version),s4062,Movie,2018,Unknown,Dramas|International Movies|Music & Musicals,TV-14,2019-03-01,2019,3,Rajiv Menon,G.V. Prakash Kumar,"Sarvam Thaala Mayam (Tamil Version) | An aspiring musician battles age-old caste divides to be able to learn the art of a classical instrument from a traditionalist, veteran percussionist. | Dramas|International Movies|Music & Musicals | Rajiv Menon | G.V. Prakash Kumar | Unknown"
The Boy Who Harnessed the Wind,s4063,Movie,2019,United Kingdom,Children & Family Movies|Dramas|Independent Movies,TV-PG,2019-03-01,2019,3,Chiwetel Ejiofor,Maxwell Simba,"The Boy Who Harnessed the Wind | Inspired by a science book, 13-year-old William Kamkwamba builds a wind turbine to save his Malawian village from famine. Based on a true story. | Children & Family Movies|Dramas|Independent Movies | Chiwetel Ejiofor | Maxwell Simba | United Kingdom"
The Disastrous Life of Saiki K.,s4064,Tv Show,2018,Japan,Anime Series|International TV Shows|Teen TV Shows,TV-14,2019-03-01,2019,3,,Hiroshi Kamiya,"The Disastrous Life of Saiki K. | High school sophomore Kusuo Saiki swore as a child that he would keep his psychic talents hidden, but his abilities still make his life difficult. | Anime Series|International TV Shows|Teen TV Shows | Hiroshi Kamiya | Japan"
The Last Runway,s4065,Movie,2018,Paraguay,Action & Adventure|International Movies,TV-MA,2019-03-01,2019,3,Rodrigo Salom��n,Luis Aguirre,The Last Runway | An ex-colonel forms a special paramilitary group focused on combatting drug trafficking on the Paraguayan border. | Action & Adventure|International Movies | Rodrigo Salom��n | Luis Aguirre | Paraguay
The Spiderwick Chronicles,s4066,Movie,2008,United States,Children & Family Movies,PG,2019-03-01,2019,3,Mark Waters,Freddie Highmore,"The Spiderwick Chronicles | When city-raised twins move to a tumbledown country mansion, it's quite an adjustment ��� especially after they uncover a magical fantasy world. | Children & Family Movies | Mark Waters | Freddie Highmore | United States"
Your Son,s4067,Movie,2018,Spain,Dramas|International Movies|Thrillers,TV-MA,2019-03-01,2019,3,Miguel ��ngel Vivas,Jos�� Coronado,"Your Son | After his son is brutally beaten outside a nightclub, a surgeon takes the law into his own hands and seeks vengeance against the perpetrators. | Dramas|International Movies|Thrillers | Miguel ��ngel Vivas | Jos�� Coronado | Spain"
Qui��n te cantar��,s4068,Movie,2018,Spain,Dramas|Independent Movies|International Movies,TV-MA,2019-02-28,2019,2,Carlos Vermut,Najwa Nimri,"Qui��n te cantar�� | When a near-drowning leaves a famous singer from the '90s with amnesia, she hires a karaoke singer who can imitate her to prep her for a comeback tour. | Dramas|Independent Movies|International Movies | Carlos Vermut | Najwa Nimri | Spain"
A Second Chance,s4069,Movie,2015,Philippines,Dramas|International Movies|Romantic Movies,TV-MA,2019-02-27,2019,2,Cathy Garcia-Molina,John Lloyd Cruz,"A Second Chance | Following their storybook wedding, Popoy and Basha find married life ��� and starting a business together ��� more challenging than they ever imagined. | Dramas|International Movies|Romantic Movies | Cathy Garcia-Molina | John Lloyd Cruz | Philippines"
Beauty and the Bestie,s4070,Movie,2015,Philippines,Action & Adventure|Comedies|International Movies,TV-14,2019-02-27,2019,2,Wenn V. Deramas,Vice Ganda,"Beauty and the Bestie | Finding himself in a desperate situation, undercover agent Emman asks his former best friend, Erika, to join him on a dangerous mission. | Action & Adventure|Comedies|International Movies | Wenn V. Deramas | Vice Ganda | Philippines"
Bride For Rent,s4071,Movie,2014,Philippines,Comedies|International Movies|Romantic Movies,TV-PG,2019-02-27,2019,2,Mae Czarina Cruz,Kim Chiu,"Bride For Rent | Rocco needs to hire a bride so he can access his trust fund. Rocky desperately needs a job. Their marriage starts out fake, but ends up as much more. | Comedies|International Movies|Romantic Movies | Mae Czarina Cruz | Kim Chiu | Philippines"
Can't Help Falling in Love,s4072,Movie,2017,Philippines,Comedies|Dramas|International Movies,TV-14,2019-02-27,2019,2,Mae Czarina Cruz,Kathryn Bernardo,"Can't Help Falling in Love | Gab is eager to tie the knot with her handsome boyfriend, but there's a problem, and it's a doozy: She's already married to a total stranger. | Comedies|Dramas|International Movies | Mae Czarina Cruz | Kathryn Bernardo | Philippines"
Evening Shadows,s4073,Movie,2018,India,Dramas|Independent Movies|International Movies,TV-PG,2019-02-27,2019,2,Sridhar Rangayan,Mona Ambegaonkar,"Evening Shadows | When her son comes out to her as gay, a religious mother struggles to reconcile his truth with her own beliefs and their orthodox family values. | Dramas|Independent Movies|International Movies | Sridhar Rangayan | Mona Ambegaonkar | India"
Four Sisters and a Wedding,s4074,Movie,2013,Philippines,Comedies|Dramas|International Movies,TV-14,2019-02-27,2019,2,Cathy Garcia-Molina,Bea Alonzo,"Four Sisters and a Wedding | Four sisters unite to stop their young brother's pending nuptials upon meeting his fianc��e���s demanding family, revealing long-simmering family issues. | Comedies|Dramas|International Movies | Cathy Garcia-Molina | Bea Alonzo | Philippines"
It Takes a Man and a Woman,s4075,Movie,2013,Philippines,Comedies|International Movies|Romantic Movies,TV-PG,2019-02-27,2019,2,Cathy Garcia-Molina,John Lloyd Cruz,"It Takes a Man and a Woman | Laida and Miggy used to be in love, but now they're forced to work together in a professional capacity ��� and neither is completely over their past. | Comedies|International Movies|Romantic Movies | Cathy Garcia-Molina | John Lloyd Cruz | Philippines"
My Ex & Whys,s4076,Movie,2017,Philippines,Comedies|Dramas|International Movies,TV-14,2019-02-27,2019,2,Cathy Garcia-Molina,Liza Soberano,"My Ex & Whys | Popular blogger Cali is hired for a marketing campaign alongside another viral sensation: her ex-boyfriend Gio, who's intent on winning her back. | Comedies|Dramas|International Movies | Cathy Garcia-Molina | Liza Soberano | Philippines"
She's Dating the Gangster,s4077,Movie,2014,Philippines,Dramas|International Movies|Romantic Movies,TV-14,2019-02-27,2019,2,Cathy Garcia-Molina,Kathryn Bernardo,"She's Dating the Gangster | To make another woman jealous, a campus heartthrob asks a fellow student to be his pretend girlfriend, but fate has other plans for the fake couple. | Dramas|International Movies|Romantic Movies | Cathy Garcia-Molina | Kathryn Bernardo | Philippines"
The Breakup Playlist,s4078,Movie,2015,Philippines,Dramas|International Movies|Music & Musicals,TV-MA,2019-02-27,2019,2,Dan Villegas,Piolo Pascual,The Breakup Playlist | A rock musician and a law student whose true passion is music fall in love and pursue a romance that complicates both of their blossoming careers. | Dramas|International Movies|Music & Musicals | Dan Villegas | Piolo Pascual | Philippines
The Mistress,s4079,Movie,2012,Philippines,Dramas|International Movies|Romantic Movies,TV-MA,2019-02-27,2019,2,Olivia M. Lamasan,John Lloyd Cruz,The Mistress | The mistress of a wealthy businessman is torn between her loyalty to him and her love for a young architect connected to her in unexpected ways. | Dramas|International Movies|Romantic Movies | Olivia M. Lamasan | John Lloyd Cruz | Philippines
Unsolved,s4080,Tv Show,2018,United States,Crime TV Shows|TV Dramas,TV-MA,2019-02-27,2019,2,,Josh Duhamel,Unsolved | Ride along for a dramatized version of the real-life investigations into the murders of rap icons Tupac Shakur and Biggie Smalls. | Crime TV Shows|TV Dramas | Josh Duhamel | United States
Zach Galifianakis: Live at the Purple Onion,s4081,Movie,2006,United States,Stand-Up Comedy,TV-MA,2019-02-26,2019,2,Michael Blieden,Zach Galifianakis,"Zach Galifianakis: Live at the Purple Onion | The unorthodox, piano-playing stand-up star Zach Galifianakis makes a splash on the scene and serves up a healthy dose of his signature wit. | Stand-Up Comedy | Michael Blieden | Zach Galifianakis | United States"
Life of An Outcast,s4082,Movie,2018,India,Dramas|Independent Movies|International Movies,TV-PG,2019-02-25,2019,2,Pawan K Shrivastava,Ravi Bhushan Bhartiya,"Life of An Outcast | When authorities jail his son for rejecting religious bias, a poor father���s struggle to bail him out highlights rural India���s enduring casteism. | Dramas|Independent Movies|International Movies | Pawan K Shrivastava | Ravi Bhushan Bhartiya | India"
The Photographer Of Mauthausen,s4083,Movie,2018,Spain,Dramas|International Movies,TV-MA,2019-02-23,2019,2,Mar Targarona,Mario Casas,The Photographer Of Mauthausen | A Catal��n prisoner at a Nazi concentration camp uses his office job to steal photo negatives of the atrocities committed there. Based on true events. | Dramas|International Movies | Mar Targarona | Mario Casas | Spain
Bert Kreischer: The Machine,s4084,Movie,2016,United States,Stand-Up Comedy,TV-MA,2019-02-22,2019,2,Ryan Polito,Bert Kreischer,"Bert Kreischer: The Machine | From his run-in with a grizzly bear to partying with the Russian mafia, the shirtless comic returns with laugh-out-loud tales in this stand-up special. | Stand-Up Comedy | Ryan Polito | Bert Kreischer | United States"
Chef's Table,s4085,Tv Show,2019,United States,Docuseries|Reality TV,TV-MA,2019-02-22,2019,2,,,"Chef's Table | In this Emmy-nominated docuseries, find out what's inside the kitchens and minds of the international culinary stars who are redefining gourmet food. | Docuseries|Reality TV | United States"
